id,text,label,image_url,image_id
1,"открыл рецепт простого борща ? поздравляю , ты официально на конференции по ядерной физике и международной политике ! emoji_1 # интернет # эксперты # сарказм # шуткишоу # борщ # обсуждаемвсё",1,https://drive.google.com/uc?id=1TppCI28unaAnsv9ZA94El0iMSxw4kRGN,1.jpg
2,"если я когда-нибудь напишу книгу , она будет называться "" бегущая по граблям "" # дневникидуры # шутка # юмор # смех # прикол # правда # сарказм # пятница # сатира emoji_2",1,https://drive.google.com/uc?id=1DbBzST9O-n6rYk-diuaCiag2JrCti56J,2.jpg
3,"осенний суп . вкусно и просто за 5 минут ! сохрани , чтобы не потерять ! # юмор # черныйюмор # приколы # сарказм",1,https://drive.google.com/uc?id=1nzHAjUVRTSF9vwtvE45O5Xt0Sj_K5Z8g,3.jpg
4,"- как ты ? - ниче , держусь , работаю",1,https://drive.google.com/uc?id=1OdjoilUGJS7StBzJ58ZZUxazNfs09Ho7,4.jpg
5,"надписи на футболке : камень , бумага , ножницы , циркулярка . новая игра для рабочих",1,https://drive.google.com/uc?id=1pfu5JV5znSkERg4ibD0SYny1UPqJedpZ,5.jpg
6,"санёк , что ты носишься ? премию не дадут , подзатыльник с радостью , а добрым словом отзовутся когда в гробу будешь emoji_3 # юмор # сарказм",1,https://drive.google.com/uc?id=1SjHygOvLGhU2pXJOQ-PPJNBlEO3QOsYD,6.jpg
7,"ах , я сошла с ума ! какая досада ! emoji_2 # сарказм # стёб # ирония",1,https://drive.google.com/uc?id=1T0dCB9mPVJ2UIio8nNQ0pCmTPfLrrDHi,7.jpg
8,"сегодня международный день защиты мужской нервной системы emoji_4 с праздником , муж emoji_5 # сарказм",1,https://drive.google.com/uc?id=1L2Qf_RtjLF-UHtdPqovj2Gezih3J0zmC,8.jpg
9,# квадроберы # сарказм # стопдегротам # квадроберы наверняка сейчас залаяли или расквакались от счастья emoji_2 emoji_2 emoji_2,1,https://drive.google.com/uc?id=1ZwnN4Zra9Bwfn02WWML51JnGS-m4Klpm,9.jpg
10,парковаться задом # сарказм,1,https://drive.google.com/uc?id=1t-ylnonIVfL_MPuC8fg-TRiY00NIR3BL,10.jpg
11,"суперлуние по уральски . на данном кадре мы наблюдаем огромную восходящую луну на юго-востоке , катящуюся по склону уральских гор . # сарказм # безнадёга # опятьвсёвоблаках",1,https://drive.google.com/uc?id=1vj3JiuTT5IVbrRclHxAdX35y1EcM_wtd,11.jpg
12,# сарказм следы более развитой цивилизации :,1,https://drive.google.com/uc?id=1aVQwVeXavcgwbK7x71csN1XFimN19Eqr,12.jpg
13,когда ты некромант и возродил старого друга emoji_6 # приколы # сарказм,1,https://drive.google.com/uc?id=1GiMSWidGvSgOJUBZmiYCjoHBeToK6tOX,13.jpg
14,"все гнобили серегу и смеялись над ним , а он вырос и стал прекрасным лебедем",1,https://drive.google.com/uc?id=1U2ptltuC2f4XyViuPb_gUJoqKyjPKVzt,14.jpg
15,- работаем с понедельника и до упора . - я уже упоролась ! можно домой ? emoji_7 # сарказм,1,https://drive.google.com/uc?id=1X2qzFWeKY2XfI4CZPuIcGgxGDIZqQ7pd,15.jpg
16,как у мамы :,1,https://drive.google.com/uc?id=1CcCivqIw5gdOIcgIhmpoCO6WADAYMC0f,16.jpg
17,"почта россии , спасибо за увлекательный квест ) это так мило , что вы заставляете меня гулять по городу и вносите разнообразие в мои будни .",1,https://drive.google.com/uc?id=1vKBp4ezlSIB9AFNXDRkCrhXXhcGTPmps,17.jpg
18,"всех 2,5 человек , кто меня смотрит . да я понимаю , что мой успех у многих из вас рано или поздно вызовет зависть и негодование , поэтому спешу вас успокоить мои дорогие - я не мечу в топ - мастера , не охочусь за просмотрами и славой ... я вообще не знаю кто этот человек .",1,https://drive.google.com/uc?id=1-ZxSPGk6DQCnW1eRMxRTko4fYPC_MsQA,18.jpg
19,"люди , радость снизошла на нас убогих . валерий меладзе планирует вернуться в россию , чтобы провести концертный тур в честь своего 60 - летия . # сарказм",1,https://drive.google.com/uc?id=1jGGosJbR7JIq16xGd-WsOmWS1zyrTpDJ,19.jpg
20,"трамп не пожал руку нетаньяху . вот оно , влияние дагестанцев на мировую политику . ) # сарказм",1,https://drive.google.com/uc?id=1a4eVU8ufdOgk-J0of4ZXHeLT0JP7NMNX,20.jpg
21,"- виталий , что это у тебя emoji_8 ? - это глад прилетел emoji_2 ! # сарказм",1,https://drive.google.com/uc?id=18euZmGQHt3aS5CvuzEJ-U_J_Jdq5yN67,21.jpg
22,все это неважно . просто хорошие люди иногда могут позволить себе собраться в хорошем месте и по-человечески отдохнуть . # сарказм <пользователь>,1,https://drive.google.com/uc?id=1HJmiVhFJYLtIO0qFmpVO-LrOS0ntMsVI,22.jpg
23,"надоели скучные однообразные фото ? решение есть ! курсы от крутого фотографа , не дорого emoji_9 вопросы в лс emoji_2 emoji_2 emoji_2 # фото # юмор # сарказм # лето # работа # зеркало",1,https://drive.google.com/uc?id=1XK0imPx8PeW63eNN-3j9GoZI2htqapMU,23.jpg
24,"внешка решает всё . на фотографии слева инцел-девственник , на другой – человек , которому повезло родиться красивым . почему так ? почему я не родился красавцем , как на правом фото ? # подслушано <пользователь> # база # внешность # сарказм",1,https://drive.google.com/uc?id=1sKLk0ehbEnTyNIAaL1KGsTHleXog8yo3,24.jpg
25,стране необходим синтез красного и белого !,1,https://drive.google.com/uc?id=1FObuSJ_2zCFhf33hBZC6GH8flHyfZO0c,25.jpg
26,"общество "" знание """,1,https://drive.google.com/uc?id=1qR-mK-xukiqrAS84HhYD8tdrqyOJo-bc,26.jpg
27,сегодня на э - 17 по сусекам наскребли только 3 электробуса . минус один по сравнению с первым будним днём . но самое главное в их работе - равномерное распределение по маршруту . в лучших традициях нпата ) # сарказм,1,https://drive.google.com/uc?id=1g5zNr2AHWSTt1ONvDnyxYiD26sU96o3g,27.jpg
28,"когда я был помоложе , я помнил все – и то , что было , и то , чего не было . теперь я старею и скоро стану вспоминать лишь последнее emoji_1 emoji_4 emoji_4 emoji_4 emoji_4 # молодость # сарказм",1,https://drive.google.com/uc?id=1jTyuKcF6IX5ZZPZ40eWS5uxEtFKvDxsw,28.jpg
29,# сарказм <пользователь> творите добро !,1,https://drive.google.com/uc?id=1W7tMGr-qndsh5O4qhJWidLfOtoPV9Ukn,29.jpg
30,архангельск . окно в будущее медицины . # сарказм <пользователь>,1,https://drive.google.com/uc?id=1y73wmZaIg7zPgNAFFFbezDbIlzL5Va6F,30.jpg
31,"январский натюрморт , всего-то в нём хватает : диван у ёлки ждёт , шампанское в бокале ... emoji_9 emoji_9 emoji_10 # стихи # поэт # новыйгод # библиотекаджельсомино # сарказм",1,https://drive.google.com/uc?id=1V-z55Sg1a1MTpr3hvRIYbThGOJZDPToO,31.jpg
32,столько времени в москве и ещё ни одного русского лица не видел . приятный город ) # сарказм # русофобия,1,https://drive.google.com/uc?id=1fdkimvnZ_0pCznjuBIHasBwzD-OU3k0q,32.jpg
33,# сарказм <пользователь> дом ипатьева восстановили !,1,https://drive.google.com/uc?id=1MFwDWFLGC7pRrVJgClRsQODgvx_SZ-PG,33.jpg
34,красиво жить не запретишь,1,https://drive.google.com/uc?id=1dD0NG1_wDc9-MJ_-PYDLhOzBQXpTEgPV,34.jpg
35,"судя по чистым ногтям , с гигиеной там туговато",1,https://drive.google.com/uc?id=1YVie_-o8skbL27BwJIxj1FUXZEFOfI2g,35.jpg
36,счастье невесты видно издалека,1,https://drive.google.com/uc?id=1budZDFzNGxp2xlbbOORyCp7tLBJBkozE,36.jpg
37,вот как выглядит по-настоящему крутая татуировка,1,https://drive.google.com/uc?id=1zqdEaLDk3nXvo0DS64YPRXEnDWqD3XHf,37.jpg
38,"могу лишь вообразить , насколько это было трудно …",1,https://drive.google.com/uc?id=1TMTTo-8XGZt9n02vOon-rOnu8OQQAvWs,38.jpg
39,"оказывается , динозавры не вымерли , они просто прикинулись статуями . так что будьте бдительны !",1,https://drive.google.com/uc?id=13H_zW2kIXBTsEIN1Ubm5Nns7K3lsrVDP,39.png
40,"когда начальство тебя не повышает , но ты сам себя повысил , работая меньше за те же деньги .",1,https://drive.google.com/uc?id=19dEMtxNNvsuNsrbZKKegWKEySaFm8UkS,40.png
41,"было три девочки , а стало две девочки и еще чтото непонятное .",1,https://drive.google.com/uc?id=1qkFajeRwBfZVoyKGLmWCZyAN4BUFEvn5,41.png
42,"“ это я иду тратить зп , которую только что получил , зная , что весь оставшийся месяц буду жить в нищете : ”",1,https://drive.google.com/uc?id=1ZwnN4Zra9Bwfn02WWML51JnGS-m4Klpm,42.png
43,"когда опускаются руки , всегда вспоминай , ради чего ты работаешь 5 дней в неделю по 8 часов",1,https://drive.google.com/uc?id=14T_PzcnunUEhAuy9axa-JkalH3QYTGDl,43.png
44,"когда она на распродаже озона купила тебе носки со смешариками , а ты хотел с щенячьим патрулем",1,https://drive.google.com/uc?id=1PZlNP6nXlqzmmwx2J6MhCZWcNOXf1cFW,44.png
45,"твой телефон , когда ты говоришь , что хочешь что-то купить",1,https://drive.google.com/uc?id=1IYOk0ym-ZwRETnt3RSY58AplaG9uI8a1,45.png
46,"когда зашел в бухгалтерию , а там еще 3 минуты обед",1,https://drive.google.com/uc?id=1s5CKDy2BSrPK4ZV6LHnt25VVE9hOv0Om,46.png
47,как люди игнорировали друг друга до появления смартфонов,1,https://drive.google.com/uc?id=1Il_m3j5fcZJ4xnX_V29xIBHMRs0o0d44,47.png
48,"связь между моим образованием и областью , в которой я работаю",1,https://drive.google.com/uc?id=13ZdHK5omD214UJU53xhAqExETMS06isw,48.png
49,я пытаюсь максимально отвести взгляд . таксист возле аэропорта :,1,https://drive.google.com/uc?id=1Mx6JRe81JYTFBPUbY0IzLMJLCoBs-W5n,49.png
50,"30 - летний я в осеннем парке смотрю , как на лавочках бухают и веселятся беспечные школьники",1,https://drive.google.com/uc?id=1-uRMvSy0ZlOZOtPlm1RywMS8ITfNSpZv,50.png
51,так выглядит копилка обычного россиянина,1,https://drive.google.com/uc?id=1dFFjM-3XaYOOjCk_X0mu-hE53MaFhhA7,51.png
52,"скоро станешь владычицей морской , вот только цемент застынет …",1,https://drive.google.com/uc?id=1RLWBiro8fNDRGIc2FPAe3PAKbc87tXnI,52.png
53,"когда пытаешься утешить любимую , чтоб она не обижалась и перестала пытаться тебя убить",1,https://drive.google.com/uc?id=1bv_op2ZBX2RnCwchD998nFLoPoI7MTPO,53.png
54,"когда подписчики в инсте растут не так быстро , и ты понимаешь , что нужно что-то делать",1,https://drive.google.com/uc?id=1rw2jXS91_4pU2wK5BfBQdhFkcMxSulI_,54.png
55,"когда сидишь и вспоминаешь всё то , что произошло за этот год",1,https://drive.google.com/uc?id=1v3hTt-hD3FE-zduW2Kpqc9pMefJz3sib,55.png
56,разбуди волка внутри себя ! » волк внутри меня :,1,https://drive.google.com/uc?id=1MI2sNYyTLuy2ZpFm9N0gObBvbokwEuCA,56.png
57,"вот идешь ты по обледенелому тротуару и думаешь : « хоть бы не ёбнуться » , а потом понимаешь , что ёбнулся ты уже давно ”",1,https://drive.google.com/uc?id=1phF8_xHznEECfCPG1ZhvC2l7lkT-58tC,57.png
58,"“ когда подруга начинает меня кому-то сватать : крыса совсем ничья . а крыса хорошая , красивая . ”",1,https://drive.google.com/uc?id=1tqoZ_2a0fj0ANzqmrvaHb7m8jrjOhFP2,58.png
59,как говорят мои волосы : « лучшая защита — это выпадение,1,https://drive.google.com/uc?id=1ne9MeQSRBMehX_XS5oPITmdDkCWb-z_s,59.png
60,приехал на дачу к пацанам на час позже,1,https://drive.google.com/uc?id=1jrCH3o76HNWiUHc8NM7sN2s4pk8poh7R,60.png
61,какой-то незнакомый человек лайкнул мой прошлогодний пост !,1,https://drive.google.com/uc?id=1tZWI4N0oSF_VaPuilTDjjw7GxQhS2S-Y,61.png
62,наконец-то нейросети научились рисовать правильное количество пальцев !,1,https://drive.google.com/uc?id=11SiPFf4TWHWdM0HBLQq2v6lzm1aWDyi8,62.png
63,"рискнув выпить просроченный кефир , я понял , что не прикажешь не только сердцу , но и заднице",1,https://drive.google.com/uc?id=1bFCzKeINk-G9HCevlBdS5oHdtGtQzoRi,63.png
64,суверенные бургеры . никаких более умирающих языков .,1,https://drive.google.com/uc?id=1PLwYwXxq2DGXfJufH1VcJxSucU1UJklW,64.png
67,"когда думал , что у тебя до конца месяца осталось 1000 на карте , а оказалось 1350 .",1,https://drive.google.com/uc?id=14JqkuBrARQuGtOEukosC0B-GZhIEVllA,67.png
68,город может срать спокойно,1,https://drive.google.com/uc?id=1qYm22LmDJQ2hx2mgyWL7S8mWFYTyxDsa,68.png
69,как каждую неделю ощущается подвиг в виде нахождения сил на уборку дома,1,https://drive.google.com/uc?id=1yOykGwJWgrHNShIZO8uoZxiUZpNeWrs2,69.png
70,"мам , да нормальная у меня компания . моя компания :",1,https://drive.google.com/uc?id=1IeUGcTKn7hhynx1ODO81wjSBsv-3oABa,70.png
71,сегодня кто-то усвоил урок,1,https://drive.google.com/uc?id=1nesZbly67ph6mtF78GknXwoD-nrklai1,71.png
72,"это я в 1994 - м трачу время впустую на сон , вместо того , чтобы скупать недвижимость . ещё и обосрался в итоге .",1,https://drive.google.com/uc?id=10Hf2_vz1tGkp8UGr7pRANRezOL-6AEpA,72.png
73,когда с друзьями наконец нашли день когда всем удобно собраться,1,https://drive.google.com/uc?id=1boY_QXO9q9f7nLaD8xzBnURoy0l8HD0t,73.png
74,клуб электровелосипедистов :,1,https://drive.google.com/uc?id=1y52NQIvFL_sd8QOLVZ2nMoTcDk_UnpVB,74.png
75,"когда ради приличия спросил , как у нее дела , а она записала войс на 20 минут , вместо того чтобы написать норм",1,https://drive.google.com/uc?id=1ENPA2ypbtl9CVGqx0ZXzTjV9BoEr5_jv,75.png
76,"я люблю своих котов одинаково . васеньку и того , второго .",1,https://drive.google.com/uc?id=1dWNTkihU7TP5Ym9tQT-HXOGpIAAQPObr,76.png
77,мне стоит волноваться из-за этого мотылька ? - и давно ты у него живёшь ?,1,https://drive.google.com/uc?id=1swSlt2JqlNNNbyNWU87O027-KTNXXAMT,77.png
78,зарплата 34к косточек в месяц,1,https://drive.google.com/uc?id=1PDBrsYBVBRD7E_Y8jOmfsvGVQTR-MHg7,78.png
79,"когда опускаются руки , всегда вспоминай , ради чего ты работаешь 5 дней в неделю по 8 часов :",1,https://drive.google.com/uc?id=1FwaWUH0FPaNV3VessYysn4-s1nPdvwnB,79.png
80,обувь моих соседей сверху,1,https://drive.google.com/uc?id=1UHUYcZ_RX_BIdrAXMlP5VznMOeTV4E1q,80.png
81,когда ответственно подходишь к пению в душе,1,https://drive.google.com/uc?id=1LxSCZyDCA1TjXA9Mvwe4-1EoJ8ERHIdJ,81.png
82,самый вкусный армянский лагман с традиционной армянской лепешкой # шутка # узбекскаякухня,1,https://drive.google.com/uc?id=1VAhP0bdsJ2gINrZuuQuVn8zhbchGjLpk,82.png
83,а вот как я в 2000 выбираю путина и потенциальную войну с украиной,1,https://drive.google.com/uc?id=1gmVvny0QWn3_FOHhC4e1ND2TLMmDC1uA,83.png
84,"думаю , пора менять дочке садик",1,https://drive.google.com/uc?id=1hferXoIObCINGfENTPktDgE2TWNPPdyI,84.png
85,"наш сыктывкар - настолько высокотехнологичный город , что все остальные города нам завидуют ! ведь только у нас зимой даже на улочках спальных районов сутками напролёт работают большие экраны , основанные на ультрасовременнейшей технологии проецирования изображения на завесу из водяного пара . # сыктывкар # сыктывкаркоми # хайтек # экранизпара # пар # экран # сарказм",1,https://drive.google.com/uc?id=1ZwnN4Zra9Bwfn02WWML51JnGS-m4Klpm,85.jpg
86,"друзья , кому нужны активные рабочие руки ? ! например , при ремонте или работ по демонтажу и удалению . обратие внимание - подростки в микрорайоне заря очень нуждаются в данном трудоустройстве и очень активно предлагают свои услуги , не дожидаясь приглашений просто рвут в клочки первое , что попадет под руку ! # детизеркалородителей # сарказм # порчаимущества",1,https://drive.google.com/uc?id=1aSZLT4UL8L8yE4hF7A9ZfG7LTzUh-WzT,86.jpg
87,"— мне врач прописал глицин . — ты уверена , что он это имел в виду ? — да . # юмор # сарказм",1,https://drive.google.com/uc?id=12fWJGtvqYalLkizRa4U2aYC-N2wV5Kpn,87.jpg
88,"тоже лежим , работаем emoji_2 помощник года emoji_11 emoji_12",1,https://drive.google.com/uc?id=1lNmVZnB2OzxeWJ7H2D1qDoIPUS742MKN,88.jpg
89,мы очень старались испечь печенье с крысами,1,https://drive.google.com/uc?id=1_IZBcQekEbIIy0i6JBmf1b3HOSfwKjlm,89.png
90,за вами приехали,1,https://drive.google.com/uc?id=1LYx6lwlwsCk4klKM62UQtT2T9PcU4Nj8,90.png
91,тебе не стыдно так на свидание одеваться ?,1,https://drive.google.com/uc?id=1i1cq0Kf8xmqkP5cvaYbSaXVn0cvewuqb,91.jpg
92,ахуеть пул взял номер в честь автобуса из самары emoji_13 emoji_13,1,https://drive.google.com/uc?id=14qKCmM42fO48kxcSD39lahk6GpTSmgAe,92.png
93,король варваров » . звезда мирового футбола эрлинг холланд станет персонажем популярнейшей,1,https://drive.google.com/uc?id=1xYTQBp3lRsthSINgGh0VB93Y25zrOdL7,93.png
94,все зовут меня человек-муравей но ты можешь называть меня врагом казахстана,1,https://drive.google.com/uc?id=1CqzYhvDWWwej0-itH3U7B-mbnGAyrGkb,94.png
95,"картинка-иллюзия . ослов 11 , но если перевернуть картинку , их станет 12 :",1,https://drive.google.com/uc?id=1XbATtWfYIuRCwLb1ybng-XQ4QpN_9uVE,95.png
96,"ракетоносец опять не доехал , сломался",1,https://drive.google.com/uc?id=1qtF16Tq2FPp0R3KmptZFSOGbvMY1HDxJ,96.png
97,когда пришли с пацанами в рестик и ждете своих зинок,1,https://drive.google.com/uc?id=1HtjMDJ2pRS3JeR43BuybvKYpOrpqsfiD,97.png
98,"шах и мат , аметисты ! что вы не это скажете ?",1,https://drive.google.com/uc?id=1W4h9CTnLdPiSCk8YIXj_qDLuxuiVIXlq,98.png
99,"опять сытой жизнью хвастается , пока бычки без стайки живут , ну вот что за человек ни стыда ни совести",1,https://drive.google.com/uc?id=1pN1y04R2hZFloyy6WAVzmPFkNsiXdjzS,99.png
100,в столице открылся самый большой в мире каток emoji_14 emoji_14 . площадь льда составила свыше 365335 тыс . кв . км . подсчёт не окончательный и может подрасти . взять и сдать коньки напрокат можно бесплатно в этих красивых оранжевых хренях . сдать также можно в любом травмпункте города . # сарказм,1,https://drive.google.com/uc?id=1aQvTCsZMse5tnCHNMHMeed6dv_Sf3jAZ,100.png
101,"есть что-то особенное в том , чтобы просто сидеть и смотреть с высоты . на вершине повседневные заботы кажутся такими мелкими , а мысли — такими ясными . # переосмысление # перспектива # мысвысоты # вдохновение # моментысобой # montenegro # orien",0,https://drive.google.com/uc?id=1J_Y_FUhi4HEseIuPOTdScl-AgffWacPO,101.jpg
102,# будни <пользователь> до завтра emoji_15 emoji_16 <пользователь>,0,https://drive.google.com/uc?id=1YjrWc8PbfDiMMag7jukjWrCBsz5O4Te4,102.jpg
103,всем доброго дня и заряженной рабочей недели emoji_17 ловите фоточку с недавней фотосессии emoji_18 ph : алексей пирязев,0,https://drive.google.com/uc?id=1ydf4SaZq1kv53Hr3TsFLfFC3wsWfpZVP,103.jpg
104,шла вторая неделя . никаких изменений . п . гидроторф ул горького,0,https://drive.google.com/uc?id=1WOO2xzhaLa3bExG0yl_VJwULXoFnc0iE,104.jpg
105,"позитивной и успешной недели ! денежного притока от ноябрьских рабочих дней ! лучистого творчества , спортивного настроения , любви и преданности к своему предназначению и делу ! # ноябрь # красотаотнедосыпа",0,https://drive.google.com/uc?id=1rLEvsdXM90o-RTCX-DyfgZb_CJZyjlxY,105.jpg
106,улучшаем наше пространство ! а вы чем заняты ?,0,https://drive.google.com/uc?id=1ljcVilgUpYapPWyjcaKpuauTNBRv-JXC,106.jpg
107,emoji_19 в парке металлургов позирует всем вот такая красавица # липецк # паркметаллургов,0,https://drive.google.com/uc?id=1F5MnqZOVFASb7c5uD0QkroPpmzaC-llD,107.jpg
108,"рыбалка — это не только улов , но и отличный способ провести время на природе , расслабиться и зарядиться позитивом ! emoji_20 emoji_21 фотография улова прилагается ! emoji_18",0,https://drive.google.com/uc?id=1na1Oblrr-igUlCZ7XBhwYGyOa1SoJx54,108.jpg
109,наше небо . наша отдушина . когда в обеденное время - ты почти на курорте ! ! ! с катя # самара # море # небо,0,https://drive.google.com/uc?id=1P6EEiKdM5K_J2814XK1BRfrD6vgztneu,109.jpg
110,а за окном осень,0,https://drive.google.com/uc?id=1d2iGBFickU3UEuYoxAFdBERrJ8AEe5_B,110.jpg
111,наводим порядок с бантиком emoji_22 ‍ emoji_23 скоро будет красота,0,https://drive.google.com/uc?id=1dQWRegaDWKc1ZJR_EQ_6oocbGYcCdR9t,111.jpg
112,"приготовила творожную запеканку со сливами , с семенами льна , кунжута . и вкусный ягодный компот emoji_24 emoji_24 emoji_24 побежала работать emoji_25",0,https://drive.google.com/uc?id=1fb4H_1sN3GoJTxWjg3JSzydzdXL2PO_s,112.jpg
113,первый житель поселился в акварельном скетчбуке emoji_26 что-то я вдохновилась кряквами,0,https://drive.google.com/uc?id=1Y9H8ZhrrPXIyqlrNHrVAk1UjJEdQmx1J,113.jpg
114,"влиться в рабочий процесс , после обеденного перерыва и когда за окном + 30 - это довольно сложно ... emoji_2 emoji_13 emoji_21 emoji_21 emoji_21 # лето # наработе",0,https://drive.google.com/uc?id=1v8T9zUxMHRqY1WXVTsj8oz3dgvODBJbi,114.jpg
115,а по вечерам мы варим глинтвейн ! вчера был на гранатовом соке . сегодня на вишнево-яблочном . душевно .,0,https://drive.google.com/uc?id=1QWSpZvYmAGGuMlNHza7GqFzJmUxSgNG0,115.jpg
116,работа в нижнем новгороде # суд # право,0,https://drive.google.com/uc?id=1UGoFaR2uzcNdUEes1Nvn2ZPEuMC3v6mN,116.jpg
117,"приветствуем , дорогие коллеги emoji_27 крепкого здоровья всем и скучной смены !",0,https://drive.google.com/uc?id=107ipYxnqzrYsptBHQMHjviOW4XcwCG_O,117.jpg
118,к пятнице надо готовиться . небом надо любоваться . вечер надо проводить . # самара # небо # вечер # встречи # напланетеземля,0,https://drive.google.com/uc?id=1j1hg6CuHh8Ti_mcA12lqE-3hJQAgElP8,118.jpg
119,"принцев много , а принцесса одна единственная emoji_24 моя долгожданная новиночка из кореи укореняется emoji_28 emoji_29 # суккуленты # растения",0,https://drive.google.com/uc?id=1sH2GHGvXsGf_xq-GqLz8xSrE7ql-5fwW,119.jpg
120,"новогодние идеи , подушки с рукавичкой-варежкой . # хобби # шитьё",0,https://drive.google.com/uc?id=1_09KpIvTXPieeBspMiOaKNOED_lWA3MA,120.jpg
121,"наш вечер , наполненный романтикой и волшебством . emoji_30 emoji_31 emoji_30 emoji_32 незаметно стемнело и стало ещё красивее вокруг , повсюду зажглись огни ... emoji_33 # лес # отдых",0,https://drive.google.com/uc?id=1cB9Qcb1yJyQuIzKs7JuqVH-ESLrZ_RPn,121.jpg
122,выходные должны быть идиальные ) ) ) мы развлекались как могли emoji_2 emoji_2 emoji_2 # всегдарядом,0,https://drive.google.com/uc?id=1xAbn33-dVge5-d0zUY1jQIywUjOerRYh,122.jpg
123,"совсем забыли о понедельничном посте ! во что поиграли на выходных ? ! делитесь впечатлениями ! мы вот шептались в первый раз , впечатления положительные .",0,https://drive.google.com/uc?id=1TFc3ffHNGofrc609eFqYgAprhR-Wfa6p,123.jpg
124,"чудо озеро "" байкал "" . владимирская область . # природа # озеро # осень",0,https://drive.google.com/uc?id=1c9DNY9hv2s4SeXVzGqOrpT_fTyg3mOQB,124.jpg
125,"мне в жизни очень сильно повезло с такими сёстрами . талантливые ! самые лучшие как я . emoji_34 это чистый кайф ! так душевно и легко ! музыка , кофе , гитара и душевные разговоры ! благодарю emoji_35 emoji_36",0,https://drive.google.com/uc?id=18AHUliGTcr3b_hDkFQuKwEHigG3C_DYL,125.jpg
126,"сколько бы вам не было лет - это самый подходящий возраст , чтобы любить , мечтать и радоваться жизни . ) ) # мысли # самоуверенность # покупай",0,https://drive.google.com/uc?id=1Bl7i8brTfn9OxOGfTupr3zAf6mIzOOrB,126.jpg
127,"у людей всё чаще "" мы "" . у меня извечное "" я "" . где моё неизбывное "" мы "" ? ! # море # крым # воспоминания",0,https://drive.google.com/uc?id=1sGishItK8V2L7F3yI2o1hPS8ceFCaR-F,127.jpg
128,"неважно , чем вы будете заниматься # сегодня . важно , чтоб вам это приносило # удовольствие emoji_34",0,https://drive.google.com/uc?id=1shJb5duSWgdE3dec-xKgx1iIBYlU4g-N,128.jpg
